# x_m, y_m, vx_mps, psi_rad, kappa_radpm
-2.7335848, -11.7057297, 4.5508678, -2.1627315, 0.3374803
-2.6502109, -11.7597787, 4.5594190, -2.1294391, 0.3233798
-2.5661951, -11.8105091, 4.5684526, -2.0990298, 0.2970784
-2.4782251, -11.8601358, 4.5774862, -2.0701994, 0.2744546
-2.3875165, -11.9080155, 4.5866440, -2.0430723, 0.2541664
-2.3002439, -11.9512836, 4.5965695, -2.0194067, 0.2324160
-2.2100649, -11.9934478, 4.6064951, -1.9972128, 0.2140392
-2.1171801, -12.0344633, 4.6164206, -1.9762928, 0.1985029
-2.0240309, -12.0733754, 4.6266290, -1.9569413, 0.1846056
-1.9323997, -12.1096845, 4.6372968, -1.9394085, 0.1715058
-1.8389145, -12.1448984, 4.6479645, -1.9228565, 0.1601681
-1.7437536, -12.1790038, 4.6586323, -1.9071739, 0.1503608
-1.6484462, -12.2115376, 4.6695224, -1.8924737, 0.1414405
-1.5540909, -12.2422628, 4.6807762, -1.8788695, 0.1329360
-1.4586712, -12.2719428, 4.6920299, -1.8659680, 0.1254412
-1.3623486, -12.3005800, 4.7032837, -1.8537013, 0.1188436
-1.2655685, -12.3280983, 4.7146314, -1.8420455, 0.1126512
-1.1691891, -12.3543306, 4.7263013, -1.8311409, 0.1058011
-1.0723975, -12.3795782, 4.7379711, -1.8208743, 0.0995668
-0.9753473, -12.4038630, 4.7496409, -1.8112021, 0.0938776
-0.8781746, -12.4272110, 4.7613153, -1.8020841, 0.0886482
-0.7800897, -12.4498594, 4.7732375, -1.7934698, 0.0825410
-0.6821834, -12.4716127, 4.7851597, -1.7854866, 0.0766884
-0.5845855, -12.4925127, 4.7970819, -1.7781154, 0.0710396
-0.4874257, -12.5126014, 4.8090041, -1.7713406, 0.0655439
-0.3881602, -12.5324503, 4.8210279, -1.7651094, 0.0571504
-0.2892187, -12.5516412, 4.8330695, -1.7597983, 0.0482137
-0.1912686, -12.5701489, 4.8451110, -1.7554431, 0.0391075
-0.0945070, -12.5880441, 4.8571526, -1.7520548, 0.0296659
0.0052925, -12.6061903, 4.8593541, -1.7493287, 0.0250014
0.1045515, -12.6239792, 4.8593541, -1.7469993, 0.0211230
0.2023282, -12.6412895, 4.8593541, -1.7451099, 0.0168580
0.2986809, -12.6581827, 4.9054813, -1.7436848, 0.0122015
