# x_m, y_m, vx_mps, psi_rad, kappa_radpm
-3.3564577, -11.1413553, 7.2413727, -2.2916764, 0.1411921
-3.2815122, -11.2063503, 7.3045285, -2.2792152, 0.1113465
-3.2053960, -11.2708995, 7.3766833, -2.2695751, 0.0817245
-3.1285168, -11.3350230, 7.4481390, -2.2628186, 0.0580594
-3.0528772, -11.3973484, 7.5189158, -2.2571774, 0.0567691
-2.9748434, -11.4609130, 7.5890324, -2.2515979, 0.0538808
-2.8973418, -11.5233474, 7.6585072, -2.2461198, 0.0646096
-2.8212625, -11.5838386, 7.7273573, -2.2385731, 0.0892507
-2.7413433, -11.6462401, 7.7955994, -2.2285874, 0.1063560
-2.6608590, -11.7077052, 7.8632493, -2.2171983, 0.1203703
-2.5836699, -11.7652149, 7.9209588, -2.2047809, 0.1369011
-2.5024873, -11.8240202, 7.9638729, -2.1903638, 0.1501756
-2.4172051, -11.8838223, 7.9948751, -2.1741396, 0.1608991
-2.3361155, -11.9387567, 8.0162920, -2.1583833, 0.1584792
-2.2539795, -11.9925553, 8.0388991, -2.1430294, 0.1545666
-2.1688367, -12.0464696, 8.0638640, -2.1275833, 0.1522219
-2.0808532, -12.1002869, 8.0898676, -2.1119455, 0.1512303
-1.9955859, -12.1506715, 8.1157998, -2.0971289, 0.1471352
-1.9098178, -12.1996807, 8.1441796, -2.0828020, 0.1431769
-1.8221200, -12.2481476, 8.1748408, -2.0685976, 0.1405587
-1.7326722, -12.2959388, 8.2066458, -2.0544240, 0.1391540
-1.6430577, -12.3422092, 8.2385873, -2.0404473, 0.1371536
-1.5541812, -12.3865645, 8.2711628, -2.0270027, 0.1337339
-1.4641970, -12.4299840, 8.3055380, -2.0137683, 0.1313537
-1.3732809, -12.4723876, 8.3408259, -2.0006693, 0.1299536
-1.2816089, -12.5136948, 8.3762067, -1.9876333, 0.1294980
-1.1895209, -12.5537592, 8.4109052, -1.9747339, 0.1271918
-1.0970499, -12.5925933, 8.4464991, -1.9620782, 0.1253091
-1.0043440, -12.6301636, 8.4826270, -1.9496045, 0.1242208
-0.9115743, -12.6664266, 8.5186212, -1.9372527, 0.1239267
-0.8179511, -12.7016936, 8.5538252, -1.9248419, 0.1240491
-0.7227147, -12.7362165, 8.5450308, -1.9122792, 0.1240804
-0.6279079, -12.7692469, 8.5105853, -1.8997939, 0.1247485
-0.5336765, -12.8007652, 8.4759774, -1.8873376, 0.1260925
-0.4401666, -12.8307520, 8.4421216, -1.8748599, 0.1281655
-0.3421838, -12.8607944, 8.4081762, -1.8617735, 0.1270906
-0.2450195, -12.8892144, 8.3722992, -1.8489404, 0.1265812
-0.1492896, -12.9158993, 8.3349033, -1.8363488, 0.1269818
-0.0552241, -12.9408578, 8.2969037, -1.8239313, 0.1283867
0.0437630, -12.9657572, 8.2688219, -1.8102761, 0.1414663
0.1424097, -12.9890660, 8.2541898, -1.7950909, 0.1583756
0.2389952, -13.0102769, 8.2541898, -1.7785614, 0.1761296
0.3336685, -13.0293664, 7.6663997, -1.7606692, 0.1945502
